@relation data

@attribute MainActorName {"Amateur", "Star", "Super Star"}
@attribute SecondActorName {"Amateur", "Star", "Super Star"}
@attribute DirectorName {"Amateur", "Star", "Super Star"}
@attribute Genre1 {Action, Adventure, Animation, Comedy, Drama, Biography, Crime, Fantasy, Horror, Romance, Mystery, Family, Documentary}
@attribute Genre2 {Adventure, Animation, Family, Crime, Comedy, Drama, Fantasy, Horror, Mystery, Sci-Fi, Romance, History, Musical, Music, Biography, Thriller, War, Documentary}
@attribute Genre3 {Fantasy, Sci-Fi, Romance, Comedy, Western, Family, Drama, Thriller, Horror, Crime, Animation, History, Mystery, Sport, War, Biography, Musical, Music, Documentary, Film-Noir}
@attribute CountryOfOrigin {"USA", "UK", "New Zealand", "Canada", "Germany", "Australia", "China", "France", "Japan", "Spain", "Hong Kong", "Czech Republic", "Peru", "South Korea", "India", "Aruba", "Denmark", "Belgium", "South Africa", "Romania", "Chile", "Italy", "Netherlands", "Hungary", "Russia", "Greece", "Ireland", "Taiwan", "Iran", "West Germany", "Georgia", "Mexico", "Iceland", "Thailand", "Brazil", "Norway", "Argentina", "Poland", "Israel", "Indonesia", "Sweden"}
@attribute Budget REAL
@attribute Result {Success, Fail}

@data
"Super Star", "Amateur", "Star", "Action", "Biography", "Drama", "USA", 50000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Crime", "Drama", "USA", 50000000, "Fail"
"Super Star", "Super Star", "Star", "Adventure", "Comedy", "Fantasy", "USA", 49900000, "Fail"
"Star", "Amateur", "Amateur", "Adventure", "Comedy", "Crime", "USA", 50000000, "Fail"
"Amateur", "Amateur", "Super Star", "Action", "Biography", "Crime", "France", 50000000, "Fail"
"Super Star", "Super Star", "Amateur", "Action", "Sci-Fi", "Thriller", "USA", 50000000, "Fail"
"Star", "Amateur", "Amateur", "Drama", "Fantasy", "Romance", "USA", 60000000, "Fail"
"Super Star", "Star", "Amateur", "Action", "Fantasy", "Thriller", "USA", 50000000, "Fail"
"Super Star", "Star", "Amateur", "Action", "Sci-Fi", "Thriller", "USA", 49000000, "Fail"
"Super Star", "Amateur", "Super Star", "Action", "Adventure", "Fantasy", "USA", 48000000, "Success"
"Super Star", "Star", "Star", "Action", "Crime", "Drama", "USA", 49000000, "Fail"
"Super Star", "Super Star", "Star", "Crime", "Drama", "Mystery", "USA", 48000000, "Success"
"Super Star", "Amateur", "Super Star", "Crime", "Drama", "Thriller", "USA", 48000000, "Success"
"Star", "Amateur", "Star", "Action", "Adventure", "Comedy", "USA", 48000000, "Success"
"Super Star", "Super Star", "Amateur", "Drama", "Mystery", "Sci-Fi", "USA", 48000000, "Fail"
"Super Star", "Star", "Star", "Comedy", "Fantasy", "Romance", "USA", 48000000, "Fail"
"Star", "Amateur", "Super Star", "Comedy", "Fantasy", "Romance", "USA", 48000000, "Fail"
"Super Star", "Super Star", "Star", "Adventure", "Crime", "Drama", "USA", 55000000, "Fail"
"Star", "Amateur", "Star", "Crime", "Romance", "Thriller", "USA", 48000000, "Success"
"Super Star", "Amateur", "Super Star", "Drama", "Mystery", "Thriller", "USA", 46000000, "Success"
"Star", "Star", "Star", "Action", "Adventure", "Drama", "USA", 45000000, "Success"
"Super Star", "Amateur", "Amateur", "Action", "Drama", "Fantasy", "USA", 47000000, "Fail"
"Super Star", "Super Star", "Star", "Action", "Drama", "Mystery", "USA", 46000000, "Success"
"Amateur", "Amateur", "Star", "Comedy", "Fantasy", "Romance", "USA", 45000000, "Success"
"Amateur", "Amateur", "Amateur", "Comedy", "Family", "Fantasy", "USA", 45000000, "Success"
"Super Star", "Amateur", "Star", "Action", "Crime", "Thriller", "France", 45000000, "Success"
"Amateur", "Amateur", "Amateur", "Action", "Comedy", "Crime", "USA", 45000000, "Success"
"Super Star", "Star", "Amateur", "Action", "Adventure", "Family", "USA", 45000000, "Success"
"Super Star", "Super Star", "Amateur", "Crime", "Drama", "Mystery", "USA", 45000000, "Success"
"Amateur", "Amateur", "Star", "Crime", "Drama", "Mystery", "USA", 45000000, "Success"
"Super Star", "Super Star", "Star", "Crime", "Drama", "Mystery", "USA", 46000000, "Success"
"Super Star", "Amateur", "Star", "Crime", "Drama", "Thriller", "USA", 45000000, "Success"
"Super Star", "Amateur", "Amateur", "Adventure", "Comedy", "Sci-Fi", "USA", 45000000, "Success"
"Amateur", "Amateur", "Amateur", "Adventure", "Comedy", "Family", "USA", 45000000, "Success"
"Star", "Amateur", "Amateur", "Action", "Adventure", "Horror", "USA", 45000000, "Success"
"Amateur", "Amateur", "Amateur", "Comedy", "Drama", "Music", "USA", 45000000, "Success"
"Super Star", "Star", "Star", "Adventure", "Animation", "Comedy", "USA", 120000000, "Success"
"Super Star", "Star", "Star", "Horror", "Mystery", "Thriller", "USA", 35000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Crime", "Drama", "Peru", 45000000, "Success"
"Amateur", "Amateur", "Amateur", "Comedy", "Drama", "Romance", "USA", 45000000, "Fail"
"Super Star", "Super Star", "Amateur", "Comedy", "Family", "Romance", "USA", 45000000, "Fail"
"Super Star", "Star", "Amateur", "Adventure", "Comedy", "Sci-Fi", "USA", 50000000, "Fail"
"Star", "Amateur", "Amateur", "Comedy", "Family", "Fantasy", "USA", 26000000, "Success"
"Super Star", "Amateur", "Amateur", "Action", "Horror", "Sci-Fi", "France", 45000000, "Fail"
"Star", "Amateur", "Amateur", "Adventure", "Comedy", "Drama", "USA", 45000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Adventure", "Crime", "USA", 45000000, "Fail"
"Amateur", "Amateur", "Amateur", "Action", "Adventure", "Comedy", "UK", 35000000, "Fail"
"Super Star", "Super Star", "Amateur", "Adventure", "Animation", "Comedy", "USA", 50000000, "Fail"
"Star", "Amateur", "Star", "Drama", "Fantasy", "Musical", "USA", 45000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Crime", "Drama", "Germany", 52000000, "Fail"
"Star", "Amateur", "Amateur", "Action", "Comedy", "Crime", "USA", 45000000, "Fail"
"Star", "Amateur", "Amateur", "Adventure", "Comedy", "Family", "USA", 45000000, "Fail"
"Star", "Amateur", "Amateur", "Action", "Adventure", "Comedy", "Australia", 45000000, "Fail"
"Star", "Star", "Star", "Action", "Adventure", "Horror", "USA", 45000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Crime", "Thriller", "USA", 40000000, "Fail"
"Super Star", "Star", "Star", "Comedy", "Crime", "Thriller", "USA", 40000000, "Fail"
"Star", "Amateur", "Super Star", "Biography", "Drama", "History", "USA", 44500000, "Success"
"Super Star", "Star", "Amateur", "Action", "Adventure", "Crime", "USA", 44000000, "Success"
"Super Star", "Star", "Amateur", "Action", "Comedy", "Romance", "USA", 40000000, "Success"
"Super Star", "Super Star", "Star", "Crime", "Drama", "Thriller", "USA", 44000000, "Success"
"Super Star", "Amateur", "Star", "Action", "Adventure", "Thriller", "USA", 44000000, "Success"
"Star", "Amateur", "Amateur", "Animation", "Family", "Fantasy", "USA", 2600000, "Success"
"Amateur", "Amateur", "Star", "Action", "Adventure", "Fantasy", "USA", 50000000, "Success"
"Super Star", "Star", "Star", "Drama", "Horror", "Sci-Fi", "USA", 40000000, "Fail"
"Super Star", "Star", "Star", "Action", "Crime", "Drama", "France", 45000000, "Fail"
"Super Star", "Star", "Star", "Drama", "Mystery", "Thriller", "USA", 42000000, "Success"
"Amateur", "Amateur", "Amateur", "Drama", "Fantasy", "Romance", "USA", 44000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Crime", "Thriller", "USA", 40000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Comedy", "Crime", "USA", 42000000, "Success"
"Super Star", "Amateur", "Amateur", "Comedy", "Drama", "Romance", "UK", 42000000, "Success"
"Amateur", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "UK", 45000000, "Success"
"Amateur", "Amateur", "Amateur", "Comedy", "Drama", "Romance", "USA", 40000000, "Success"
"Amateur", "Amateur", "Star", "Action", "Comedy", "Crime", "USA", 43000000, "Success"
"Amateur", "Amateur", "Star", "Biography", "Drama", "History", "UK", 31115000, "Success"
"Star", "Amateur", "Star", "Action", "Comedy", "Sport", "USA", 42000000, "Fail"
"Amateur", "Amateur", "Amateur", "Drama", "Horror", "Mystery", "USA", 32000000, "Fail"
"Super Star", "Star", "Star", "Fantasy", "Horror", "Mystery", "USA", 42000000, "Fail"
"Super Star", "Super Star", "Amateur", "Action", "Crime", "Drama", "USA", 42000000, "Fail"
"Star", "Amateur", "Amateur", "Adventure", "Comedy", "Family", "UK", 42000000, "Fail"
"Super Star", "Amateur", "Star", "Crime", "Drama", "Thriller", "USA", 50000000, "Fail"
"Super Star", "Star", "Star", "Action", "Adventure", "Romance", "USA", 65000000, "Fail"
"Amateur", "Amateur", "Amateur", "Action", "Comedy", "Fantasy", "Hong Kong", 41000000, "Fail"
"Super Star", "Star", "Super Star", "Drama", "Mystery", "Thriller", "USA", 40000000, "Success"
"Amateur", "Amateur", "Amateur", "Action", "Drama", "Family", "USA", 8000000, "Success"
"Super Star", "Amateur", "Amateur", "Comedy", "Drama", "Romance", "USA", 40000000, "Success"
"Amateur", "Amateur", "Amateur", "Crime", "Mystery", "Thriller", "USA", 70000000, "Success"
"Super Star", "Super Star", "Star", "Crime", "Drama", "Thriller", "USA", 40000000, "Success"
"Amateur", "Amateur", "Star", "Action", "Biography", "Drama", "USA", 40000000, "Success"
"Super Star", "Amateur", "Star", "Comedy", "Drama", "Sport", "USA", 40000000, "Success"
"Amateur", "Amateur", "Amateur", "Comedy", "Drama", "Romance", "USA", 40000000, "Success"
"Super Star", "Star", "Star", "Biography", "Drama", "Sport", "USA", 40000000, "Success"
"Super Star", "Super Star", "Star", "Crime", "Drama", "Thriller", "USA", 40000000, "Success"
"Super Star", "Amateur", "Star", "Adventure", "Drama", "Family", "USA", 40000000, "Success"
"Amateur", "Amateur", "Star", "Biography", "Drama", "Music", "USA", 40000000, "Success"
"Star", "Amateur", "Amateur", "Crime", "Drama", "Mystery", "USA", 40000000, "Success"
"Amateur", "Amateur", "Star", "Comedy", "Drama", "Fantasy", "USA", 40000000, "Success"
"Super Star", "Super Star", "Star", "Adventure", "Comedy", "Crime", "USA", 34000000, "Success"
"Amateur", "Amateur", "Super Star", "Biography", "Drama", "Sport", "USA", 65000000, "Success"
"Star", "Star", "Amateur", "Comedy", "Drama", "Family", "USA", 20000000, "Success"
"Super Star", "Amateur", "Super Star", "Drama", "History", "Thriller", "USA", 40000000, "Success"
"Star", "Amateur", "Amateur", "Comedy", "Drama", "Romance", "USA", 50000000, "Fail"
"Star", "Amateur", "Star", "Action", "Adventure", "Comedy", "USA", 40000000, "Success"
"Super Star", "Star", "Amateur", "Action", "Adventure", "Drama", "UK", 35000000, "Success"
"Super Star", "Amateur", "Amateur", "Crime", "Drama", "Thriller", "USA", 40000000, "Success"
"Super Star", "Amateur", "Star", "Action", "Mystery", "Thriller", "UK", 30000000, "Success"
"Super Star", "Super Star", "Super Star", "Drama", "Mystery", "Sci-Fi", "USA", 40000000, "Success"
"Star", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 40000000, "Success"
"Amateur", "Amateur", "Amateur", "Action", "Adventure", "Thriller", "UK", 30000000, "Success"
"Super Star", "Amateur", "Amateur", "Drama", "Fantasy", "Romance", "USA", 40000000, "Success"
"Amateur", "Amateur", "Amateur", "Horror", "Mystery", "Thriller", "USA", 43000000, "Fail"
"Star", "Star", "Amateur", "Comedy", "Drama", "Family", "USA", 25000000, "Success"
"Star", "Amateur", "Amateur", "Action", "Horror", "Sci-Fi", "USA", 40000000, "Fail"
"Amateur", "Amateur", "Amateur", "Action", "Adventure", "Crime", "USA", 25000000, "Success"
"Super Star", "Amateur", "Star", "Adventure", "Drama", "Mystery", "USA", 40000000, "Fail"
"Star", "Star", "Star", "Biography", "Crime", "Drama", "USA", 40000000, "Fail"
"Star", "Star", "Amateur", "Action", "Adventure", "Crime", "USA", 40000000, "Fail"
"Star", "Amateur", "Amateur", "Crime", "Drama", "Horror", "USA", 40000000, "Fail"
"Super Star", "Amateur", "Star", "Horror", "Sci-Fi", "Thriller", "USA", 40000000, "Fail"
"Super Star", "Super Star", "Amateur", "Biography", "Drama", "History", "UK", 35000000, "Fail"
"Super Star", "Amateur", "Super Star", "Crime", "Drama", "Romance", "USA", 500000, "Fail"
"Super Star", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 40000000, "Fail"
"Star", "Star", "Amateur", "Action", "Comedy", "Crime", "USA", 40000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Crime", "Thriller", "USA", 40000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Crime", "Drama", "USA", 40000000, "Fail"
"Amateur", "Amateur", "Amateur", "Comedy", "Drama", "Romance", "UK", 60000000, "Fail"
"Star", "Amateur", "Amateur", "Crime", "Horror", "Thriller", "UK", 42000000, "Fail"
"Super Star", "Star", "Amateur", "Action", "Adventure", "Fantasy", "USA", 40000000, "Fail"
"Super Star", "Star", "Star", "Drama", "Horror", "Sci-Fi", "USA", 40000000, "Fail"
"Super Star", "Star", "Amateur", "Action", "Horror", "Mystery", "Germany", 33000000, "Fail"
"Star", "Star", "Amateur", "Drama", "Mystery", "Sci-Fi", "USA", 40000000, "Fail"
"Star", "Amateur", "Amateur", "Action", "Adventure", "Thriller", "UK", 40000000, "Fail"
"Amateur", "Amateur", "Amateur", "Comedy", "Fantasy", "Sci-Fi", "France", 40000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Adventure", "Family", "Germany", 40000000, "Fail"
"Amateur", "Amateur", "Star", "Drama", "Mystery", "Thriller", "USA", 20000000, "Success"
"Super Star", "Amateur", "Amateur", "Comedy", "Crime", "Drama", "USA", 20000000, "Fail"
"Star", "Amateur", "Amateur", "Action", "Drama", "History", "Hong Kong", 40000000, "Fail"
"Star", "Amateur", "Amateur", "Drama", "History", "War", "France", 25000000, "Fail"
"Amateur", "Amateur", "Star", "Action", "Drama", "Fantasy", "USA", 23000000, "Success"
"Amateur", "Amateur", "Star", "Drama", "Fantasy", "Romance", "USA", 39000000, "Success"
"Super Star", "Super Star", "Star", "Action", "Crime", "Thriller", "USA", 38000000, "Success"
"Amateur", "Amateur", "Super Star", "Animation", "Comedy", "Family", "USA", 39000000, "Fail"
"Amateur", "Amateur", "Amateur", "Action", "Comedy", "Sci-Fi", "UK", 39000000, "Success"
"Amateur", "Amateur", "Star", "Action", "Adventure", "Drama", "China", 553632000, "Fail"
"Star", "Amateur", "Amateur", "Action", "Adventure", "Mystery", "USA", 35000000, "Success"
"Super Star", "Amateur", "Star", "Biography", "Drama", "Sport", "USA", 38000000, "Success"
"Amateur", "Amateur", "Amateur", "Comedy", "Crime", "Romance", "USA", 35000000, "Fail"
"Amateur", "Amateur", "Amateur", "Action", "Comedy", "Crime", "USA", 30000000, "Success"
"Star", "Amateur", "Amateur", "Action", "Adventure", "Drama", "USA", 38000000, "Fail"
"Star", "Amateur", "Amateur", "Biography", "Drama", "Sport", "USA", 40000000, "Fail"
"Super Star", "Star", "Super Star", "Crime", "Drama", "Thriller", "USA", 37000000, "Success"
"Super Star", "Star", "Amateur", "Comedy", "Drama", "Romance", "USA", 40000000, "Fail"
"Super Star", "Amateur", "Amateur", "Adventure", "Comedy", "Family", "USA", 37000000, "Success"
"Super Star", "Super Star", "Super Star", "Action", "Biography", "Drama", "UK", 38000000, "Fail"
"Super Star", "Super Star", "Star", "Drama", "Fantasy", "Romance", "USA", 37000000, "Success"
"Super Star", "Amateur", "Star", "Crime", "Drama", "Thriller", "USA", 36000000, "Success"
"Amateur", "Amateur", "Amateur", "Action", "Comedy", "Crime", "USA", 65000000, "Fail"
"Amateur", "Amateur", "Star", "Action", "Adventure", "Thriller", "UK", 36000000, "Success"
"Super Star", "Star", "Star", "Action", "Adventure", "Crime", "USA", 34000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Crime", "Drama", "USA", 36000000, "Fail"
"Super Star", "Super Star", "Star", "Comedy", "Drama", "Romance", "USA", 37000000, "Fail"
"Super Star", "Star", "Star", "Drama", "Horror", "Mystery", "USA", 37000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Adventure", "Comedy", "USA", 33000000, "Success"
"Amateur", "Amateur", "Star", "Action", "Crime", "Thriller", "USA", 35000000, "Success"
"Amateur", "Amateur", "Star", "Biography", "Drama", "Sport", "USA", 29000000, "Success"
"Super Star", "Super Star", "Star", "Adventure", "Drama", "Western", "USA", 38000000, "Success"
"Super Star", "Super Star", "Amateur", "Comedy", "Drama", "Romance", "USA", 35000000, "Success"
"Super Star", "Amateur", "Star", "Adventure", "Mystery", "Sci-Fi", "USA", 35000000, "Success"
"Super Star", "Star", "Star", "Crime", "Drama", "Thriller", "USA", 35000000, "Success"
"Super Star", "Star", "Star", "Drama", "Romance", "War", "USA", 27000000, "Success"
"Super Star", "Amateur", "Star", "Crime", "Drama", "Mystery", "USA", 35000000, "Success"
"Amateur", "Amateur", "Amateur", "Adventure", "Comedy", "Family", "USA", 35000000, "Success"
"Amateur", "Amateur", "Amateur", "Action", "Horror", "Sci-Fi", "USA", 35000000, "Success"
"Amateur", "Amateur", "Star", "Horror", "Sci-Fi", "Thriller", "USA", 33000000, "Success"
"Amateur", "Amateur", "Star", "Biography", "Drama", "Family", "USA", 35000000, "Success"
"Super Star", "Star", "Amateur", "Action", "Adventure", "Animation", "Hong Kong", 34000000, "Success"
"Star", "Amateur", "Amateur", "Biography", "Drama", "Sport", "USA", 35000000, "Success"
"Super Star", "Star", "Star", "Biography", "Comedy", "Drama", "USA", 35000000, "Success"
"Super Star", "Amateur", "Star", "Comedy", "Romance", "Sport", "USA", 33000000, "Success"
"Super Star", "Super Star", "Star", "Biography", "Crime", "Drama", "USA", 35000000, "Fail"
"Super Star", "Star", "Star", "Action", "Horror", "Sci-Fi", "UK", 33000000, "Fail"
"Super Star", "Super Star", "Star", "Comedy", "Crime", "Thriller", "USA", 35000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Crime", "Drama", "Canada", 35000000, "Fail"
"Super Star", "Super Star", "Star", "Action", "Sci-Fi", "Thriller", "USA", 40000000, "Fail"
"Amateur", "Amateur", "Amateur", "Comedy", "Drama", "Romance", "USA", 35000000, "Fail"
"Star", "Amateur", "Amateur", "Adventure", "Comedy", "Fantasy", "USA", 50000000, "Fail"
"Super Star", "Star", "Star", "Horror", "Mystery", "Thriller", "USA", 35000000, "Fail"
"Super Star", "Super Star", "Super Star", "Biography", "Crime", "Drama", "USA", 35000000, "Fail"
"Amateur", "Amateur", "Amateur", "Drama", "Fantasy", "Horror", "USA", 35000000, "Fail"
"Star", "Amateur", "Amateur", "Action", "Horror", "Sci-Fi", "USA", 35000000, "Fail"
"Star", "Amateur", "Amateur", "Crime", "Drama", "Thriller", "USA", 35000000, "Fail"
"Star", "Amateur", "Amateur", "Comedy", "Drama", "Romance", "USA", 35000000, "Fail"
"Amateur", "Amateur", "Star", "Action", "Crime", "Mystery", "USA", 35000000, "Fail"
"Super Star", "Amateur", "Super Star", "Crime", "Drama", "Mystery", "USA", 30000000, "Fail"
"Super Star", "Star", "Amateur", "Comedy", "Family", "Fantasy", "USA", 35000000, "Fail"
"Super Star", "Amateur", "Amateur", "Biography", "Drama", "Sport", "UK", 35000000, "Fail"
"Star", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "UK", 35000000, "Fail"
"Star", "Amateur", "Amateur", "Action", "Comedy", "Sci-Fi", "USA", 35000000, "Fail"
"Super Star", "Star", "Star", "Action", "Crime", "Thriller", "USA", 35000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Crime", "Romance", "USA", 35000000, "Fail"
"Star", "Star", "Amateur", "Comedy", "Romance", "Sport", "UK", 31000000, "Fail"
"Star", "Star", "Star", "Biography", "Drama", "History", "UK", 35000000, "Fail"
"Star", "Amateur", "Star", "Action", "Crime", "Drama", "USA", 35000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Mystery", "Thriller", "USA", 38000000, "Fail"
"Star", "Amateur", "Star", "Action", "Crime", "Drama", "USA", 35000000, "Fail"
"Star", "Amateur", "Amateur", "Action", "Adventure", "Family", "USA", 35000000, "Fail"
"Amateur", "Amateur", "Amateur", "Action", "Adventure", "Fantasy", "USA", 35000000, "Fail"
"Amateur", "Amateur", "Super Star", "Comedy", "Drama", "Romance", "USA", 35000000, "Fail"
"Star", "Star", "Amateur", "Action", "Drama", "Sci-Fi", "Denmark", 35000000, "Fail"
"Amateur", "Amateur", "Amateur", "Action", "Mystery", "Sci-Fi", "USA", 34000000, "Success"
"Super Star", "Amateur", "Star", "Action", "Crime", "Drama", "USA", 35000000, "Fail"
"Super Star", "Super Star", "Amateur", "Drama", "Sci-Fi", "Thriller", "USA", 34000000, "Fail"
"Amateur", "Amateur", "Amateur", "Adventure", "Drama", "Romance", "USA", 34000000, "Fail"
"Super Star", "Star", "Star", "Comedy", "Romance", "Sport", "USA", 35000000, "Fail"
"Star", "Star", "Amateur", "Action", "Comedy", "Crime", "USA", 33000000, "Success"
"Amateur", "Amateur", "Amateur", "Action", "Comedy", "Crime", "USA", 30000000, "Success"
"Star", "Amateur", "Amateur", "Drama", "Music", "Romance", "USA", 33000000, "Fail"
"Super Star", "Amateur", "Amateur", "Crime", "Horror", "Mystery", "USA", 33000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Crime", "Thriller", "USA", 30000000, "Fail"
"Super Star", "Amateur", "Star", "Comedy", "Drama", "Romance", "USA", 38000000, "Fail"
"Super Star", "Star", "Amateur", "Action", "Adventure", "Fantasy", "USA", 32500000, "Success"
"Super Star", "Super Star", "Super Star", "Comedy", "Family", "Fantasy", "USA", 33000000, "Success"
"Star", "Amateur", "Star", "Drama", "Fantasy", "Romance", "USA", 32000000, "Success"
"Amateur", "Amateur", "Amateur", "Adventure", "Comedy", "Family", "Canada", 35000000, "Success"
"Super Star", "Star", "Star", "Comedy", "Drama", "Fantasy", "USA", 32000000, "Success"
"Amateur", "Amateur", "Star", "Comedy", "Family", "Sport", "Germany", 32000000, "Success"
"Super Star", "Star", "Amateur", "Action", "Crime", "Thriller", "USA", 20000000, "Success"
"Amateur", "Amateur", "Amateur", "Action", "Comedy", "Crime", "USA", 32000000, "Fail"
"Amateur", "Amateur", "Amateur", "Drama", "Family", "Sport", "USA", 32000000, "Fail"
"Super Star", "Star", "Star", "Action", "Crime", "Thriller", "France", 32000000, "Success"
"Star", "Amateur", "Star", "Comedy", "Family", "Fantasy", "USA", 30000000, "Fail"
"Star", "Star", "Amateur", "Animation", "Comedy", "Family", "USA", 32000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Crime", "Drama", "UK", 31500000, "Fail"
"Super Star", "Amateur", "Star", "Biography", "Drama", "Romance", "USA", 31000000, "Success"
"Amateur", "Amateur", "Amateur", "Action", "Adventure", "Sci-Fi", "UK", 34000000, "Success"
"Amateur", "Amateur", "Star", "Comedy", "Fantasy", "Horror", "USA", 31000000, "Success"
"Star", "Amateur", "Amateur", "Crime", "Drama", "Mystery", "USA", 31000000, "Success"
"Amateur", "Amateur", "Star", "Comedy", "Crime", "Thriller", "USA", 30250000, "Success"
"Amateur", "Amateur", "Star", "Comedy", "Crime", "Musical", "USA", 45000000, "Success"
"Super Star", "Star", "Star", "Adventure", "Animation", "Comedy", "USA", 30000000, "Success"
"Super Star", "Amateur", "Star", "Action", "Adventure", "Crime", "USA", 25000000, "Success"
"Super Star", "Super Star", "Star", "Biography", "Drama", "Sport", "USA", 30000000, "Success"
"Amateur", "Amateur", "Star", "Action", "Adventure", "Thriller", "USA", 30000000, "Success"
"Super Star", "Super Star", "Super Star", "Crime", "Drama", "Mystery", "USA", 33000000, "Success"
"Star", "Amateur", "Star", "Action", "Sci-Fi", "Thriller", "South Africa", 30000000, "Success"
"Super Star", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 30000000, "Success"
"Amateur", "Amateur", "Super Star", "Crime", "Drama", "Mystery", "USA", 25000000, "Success"
"Star", "Star", "Amateur", "Comedy", "Drama", "Family", "USA", 30000000, "Success"
"Super Star", "Super Star", "Star", "Drama", "Romance", "War", "USA", 30000000, "Success"
"Amateur", "Amateur", "Star", "Comedy", "Horror", "Romance", "USA", 35000000, "Success"
"Amateur", "Amateur", "Star", "Comedy", "Drama", "Family", "Australia", 30000000, "Success"
"Super Star", "Super Star", "Amateur", "Comedy", "Drama", "Romance", "USA", 30000000, "Success"
"Super Star", "Amateur", "Amateur", "Comedy", "Drama", "Romance", "USA", 30000000, "Success"
"Star", "Amateur", "Star", "Action", "Crime", "Drama", "USA", 45000000, "Success"
"Amateur", "Amateur", "Amateur", "Adventure", "Comedy", "Mystery", "USA", 19000000, "Success"
"Star", "Star", "Amateur", "Comedy", "Fantasy", "Romance", "USA", 37000000, "Success"
"Amateur", "Amateur", "Super Star", "Comedy", "Fantasy", "Romance", "Spain", 17000000, "Success"
"Super Star", "Star", "Amateur", "Adventure", "Animation", "Comedy", "Canada", 42000000, "Success"
"Super Star", "Star", "Amateur", "Biography", "Crime", "Drama", "USA", 30000000, "Success"
"Star", "Amateur", "Amateur", "Comedy", "Family", "Fantasy", "USA", 30000000, "Success"
"Star", "Amateur", "Amateur", "Action", "Adventure", "Thriller", "UK", 30000000, "Success"
"Amateur", "Amateur", "Amateur", "Animation", "Comedy", "Family", "UK", 30000000, "Success"
"Super Star", "Star", "Star", "Drama", "Mystery", "Romance", "UK", 30000000, "Success"
"Amateur", "Amateur", "Amateur", "Comedy", "Drama", "Romance", "USA", 30000000, "Success"
"Amateur", "Amateur", "Super Star", "Action", "Crime", "Thriller", "USA", 30000000, "Success"
"Super Star", "Super Star", "Super Star", "Animation", "Drama", "Family", "USA", 40000000, "Success"
"Amateur", "Amateur", "Star", "Action", "Crime", "Drama", "USA", 30000000, "Success"
"Super Star", "Star", "Amateur", "Drama", "Fantasy", "Romance", "USA", 25000000, "Success"
"Star", "Star", "Amateur", "Comedy", "Drama", "Family", "USA", 30000000, "Success"
"Star", "Amateur", "Star", "Drama", "Music", "Romance", "USA", 30000000, "Success"
"Super Star", "Amateur", "Star", "Comedy", "Drama", "Fantasy", "USA", 38000000, "Fail"
"Super Star", "Amateur", "Star", "Action", "Comedy", "Crime", "USA", 30000000, "Success"
"Super Star", "Star", "Amateur", "Crime", "Drama", "Sport", "USA", 30000000, "Success"
"Amateur", "Amateur", "Amateur", "Action", "Adventure", "Animation", "USA", 30000000, "Fail"
"Amateur", "Amateur", "Amateur", "Adventure", "Animation", "Comedy", "USA", 30000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Crime", "Sci-Fi", "USA", 30000000, "Fail"
"Star", "Star", "Star", "Horror", "Mystery", "Thriller", "USA", 30000000, "Fail"
"Star", "Amateur", "Amateur", "Adventure", "Drama", "Thriller", "USA", 30000000, "Fail"
"Star", "Amateur", "Amateur", "Comedy", "Drama", "Romance", "USA", 35000000, "Fail"
"Star", "Amateur", "Amateur", "Comedy", "Drama", "Romance", "USA", 30000000, "Fail"
"Super Star", "Amateur", "Star", "Crime", "Drama", "Romance", "USA", 35000000, "Fail"
"Amateur", "Amateur", "Star", "Action", "Crime", "Thriller", "USA", 30000000, "Fail"
"Super Star", "Amateur", "Amateur", "Action", "Comedy", "Horror", "USA", 30000000, "Fail"
"Super Star", "Super Star", "Star", "Comedy", "Drama", "Romance", "USA", 30000000, "Fail"
"Super Star", "Amateur", "Amateur", "Crime", "Drama", "Mystery", "USA", 30000000, "Fail"
"Super Star", "Star", "Amateur", "Comedy", "Crime", "Thriller", "USA", 40000000, "Fail"
